yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
202732023,20273,2023,VA0710200,VA0710200,,N,N,,I,GRETNA,GRETNA PD,Gretna,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1285,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,1,0,1,3.1,3.1,1994-01-01,1997-11-01,1997-11-01,2012-06-01,,2021-04-01,N,PITTSYLVANIA,Not Specified,Y,Y,Y
202742023,20274,2023,VA0710300,VA0710300,,N,N,,I,HURT,HURT PD,Hurt,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1251,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,1,2,0,0,0,0.8,1.6,1994-01-01,1996-12-01,1996-12-01,2012-07-01,,2020-01-01,N,PITTSYLVANIA,Not Specified,Y,Y,Y
202752023,20275,2023,VA071SP00,VA071SP00,,N,N,,I,SP: PITTSYLVANIA COUNTY,SP: PITTSYLVANIA COUNTY,State Police:,Pittsylvania County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,PITTSYLVANIA,Not Specified,Y,Y,Y
202762023,20276,2023,VA0720000,VA0720000,,N,N,,I,POWHATAN,POWHATAN CO SO POWHATAN,Powhatan,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,32055,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,41,1,42,8,6,14,1.5,1.7,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-09-01,N,POWHATAN,"Richmond, VA",Y,Y,Y
202772023,20277,2023,VA072SP00,VA072SP00,,N,N,,I,SP: POWHATAN COUNTY,SP: POWHATAN COUNTY,State Police:,Powhatan County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,POWHATAN,"Richmond, VA",Y,Y,Y
202782023,20278,2023,VA0730000,VA0730000,,N,N,,I,PRINCE EDWARD,PRINCE EDWARD CO SO FARMVILLE,Prince Edward,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,15012,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,19,10,29,6,5,11,1.7,2.7,1994-01-01,1996-06-01,1996-06-01,2012-06-01,,2019-09-01,N,PRINCE EDWARD,Not Specified,Y,Y,Y
202792023,20279,2023,VA0730100,VA0730100,,N,N,,I,FARMVILLE,FARMVILLE PD,Farmville,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,7470,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,22,1,23,3,1,4,3.3,3.6,1994-01-01,1996-04-01,1996-04-01,2012-06-01,,2019-09-01,N,"CUMBERLAND, PRINCE EDWARD",Not Specified,Y,Y,Y
202802023,20280,2023,VA0730200,VA0730200,,N,N,,I,LONGWOOD UNIVERSITY,LONGWOOD UNIVERSITY PD FARMVILLE,Longwood University,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,University or College,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,0,9,3,2,5,0,0,1994-01-01,1996-07-01,1996-07-01,2012-06-01,,2019-04-01,N,PRINCE EDWARD,Not Specified,Y,Y,Y
202812023,20281,2023,VA073SP00,VA073SP00,,N,N,,I,SP: PRINCE EDWARD COUNTY,SP: PRINCE EDWARD COUNTY,State Police:,Prince Edward County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-07-01,,2019-04-01,N,PRINCE EDWARD,Not Specified,Y,Y,Y
202832023,20283,2023,VA0740100,VA0740100,,N,N,,I,PRINCE GEORGE COUNTY PD,PRINCE GEORGE PD,Prince George County Police Department,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,43215,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,53,1,54,6,25,31,1.4,2.0,1994-01-01,1997-12-01,1997-12-01,2012-06-01,,2019-04-01,N,PRINCE GEORGE,"Richmond, VA",Y,Y,Y
202842023,20284,2023,VA0740200,VA0740200,,N,N,,I,RICHARD BLAND COLLEGE,RICHARD BLAND COLLEGE POLICE DEPARTMENT,Richard Bland College,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,University or College,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,1,5,0,1,1,0,0,1994-01-01,2009-04-01,2009-04-01,2012-08-01,,2020-09-01,N,NOT SPECIFIED,"Richmond, VA",Y,Y,Y
202852023,20285,2023,VA074SP00,VA074SP00,,N,N,,I,SP: PRINCE GEORGE COUNTY,SP: PRINCE GEORGE COUNTY,State Police:,Prince George County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,PRINCE GEORGE,"Richmond, VA",Y,Y,Y
202872023,20287,2023,VA0750100,VA0750100,,N,N,,I,MANASSAS,MANASSAS PD,Manassas,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,42652,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,67,9,76,18,23,41,2.0,2.7,1994-01-01,1996-11-01,1996-11-01,2012-06-01,,2019-04-01,N,MANASSAS CITY,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202882023,20288,2023,VA0750200,VA0750200,,N,N,,I,MANASSAS PARK,MANASSAS PARK PD,Manassas Park,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,16493,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,29,1,30,5,10,15,2.1,2.7,1994-01-01,1996-12-01,1996-12-01,2012-06-01,,2019-04-01,N,MANASSAS PARK CITY,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202892023,20289,2023,VA0750300,VA0750300,,N,N,,I,PRINCE WILLIAM COUNTY PD,PRINCE WILLIAM CO PD MANASSAS,Prince William County Police Department,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,480467,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,533,54,587,118,118,236,1.4,1.7,1994-01-01,2000-01-01,2000-01-01,2012-11-01,,2019-04-01,N,PRINCE WILLIAM,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202912023,20291,2023,VA0750500,VA0750500,,N,N,,I,HAYMARKET,HAYMARKET PD,Haymarket,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1567,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,0,0,0,3.8,3.8,1994-01-01,1999-01-01,1999-01-01,2012-06-01,,2019-04-01,N,PRINCE WILLIAM,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202922023,20292,2023,VA0750600,VA0750600,,N,N,,I,DUMFRIES,DUMFRIES PD,Dumfries,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,5775,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,5,1,6,2.9,3.1,1994-01-01,1998-04-01,1998-04-01,2012-06-01,,2019-06-01,N,PRINCE WILLIAM,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202932023,20293,2023,VA0750700,VA0750700,,N,N,,I,OCCOQUAN,TOWN SERGEANTS OFFICE OCCOQUAN,Occoquan,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1045,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,3.8,3.8,1994-01-01,1998-07-01,1998-07-01,2014-09-01,,2019-04-01,N,PRINCE WILLIAM,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202942023,20294,2023,VA075S100,VA075S100,,N,N,,I,SP: MANASSAS,SP: MANASSAS,State Police:,Manassas,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-10-01,,2019-06-01,N,NOT SPECIFIED,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202952023,20295,2023,VA075S200,VA075S200,,N,N,,I,SP: MANASSAS PARK,SP: MANASSAS PARK,State Police:,Manassas Park,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2013-06-01,,2021-09-01,N,NOT SPECIFIED,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202962023,20296,2023,VA075SP00,VA075SP00,,N,N,,I,SP: PRINCE WILLIAM CNTY,SP: PRINCE WILLIAM CNTY,State Police:,Prince William County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,PRINCE WILLIAM,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
202972023,20297,2023,VA0770000,VA0770000,,N,N,,I,PULASKI,PULASKI CO SO PULASKI,Pulaski,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,22155,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,55,0,55,4,2,6,2.7,2.8,1994-01-01,1997-07-01,1997-07-01,2012-06-01,,2019-07-01,N,PULASKI,"Blacksburg-Christiansburg-Radford, VA",Y,Y,Y
202982023,20298,2023,VA0770100,VA0770100,,N,N,,I,PULASKI,PULASKI PD,Pulaski,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,8866,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,21,0,21,8,3,11,3.3,3.6,1994-01-01,1996-11-01,1996-11-01,2012-06-01,,2019-04-01,N,PULASKI,"Blacksburg-Christiansburg-Radford, VA",Y,Y,Y
202992023,20299,2023,VA0770200,VA0770200,,N,N,,I,DUBLIN,DUBLIN PD,Dublin,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,2664,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,1,1,2.6,3.0,1994-01-01,1997-08-01,1997-08-01,2012-06-01,,2019-04-01,N,PULASKI,"Blacksburg-Christiansburg-Radford, VA",Y,Y,Y
203002023,20300,2023,VA077SP00,VA077SP00,,N,N,,I,SP: PULASKI COUNTY,SP: PULASKI COUNTY,State Police:,Pulaski County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,PULASKI,"Blacksburg-Christiansburg-Radford, VA",Y,Y,Y
203012023,20301,2023,VA0780000,VA0780000,,N,N,,I,RAPPAHANNOCK,RAPPAHANNOCK COUNTY SHERIFF'S OFFICE,Rappahannock,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,7600,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,10,3,13,6,4,10,2.1,3.0,1994-01-01,1996-12-01,1996-12-01,2012-06-01,,2020-03-01,N,RAPPAHANNOCK,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
203022023,20302,2023,VA078SP00,VA078SP00,,N,N,,I,SP: RAPPAHANNOCK COUNTY,SP: RAPPAHANNOCK COUNTY,State Police:,Rappahannock County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,RAPPAHANNOCK,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,Y,Y
203032023,20303,2023,VA0790000,VA0790000,,N,N,,I,RICHMOND,RICHMOND CO SO WARSAW,Richmond,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,7500,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,16,1,17,0,11,11,2.1,3.7,1994-01-01,1998-06-01,1998-06-01,2012-06-01,,2021-11-01,N,RICHMOND,Not Specified,Y,Y,Y
203042023,20304,2023,VA0790100,VA0790100,,N,N,,I,WARSAW,WARSAW PD,Warsaw,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1670,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,1.8,1.8,1994-01-01,2001-02-01,2001-02-01,2012-06-01,,2021-12-01,N,RICHMOND,Not Specified,Y,Y,Y
203052023,20305,2023,VA079SP00,VA079SP00,,N,N,,I,SP: RICHMOND COUNTY,SP: RICHMOND COUNTY,State Police:,Richmond County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,RICHMOND,Not Specified,Y,Y,Y
203072023,20307,2023,VA0800100,VA0800100,,N,N,,I,SALEM,SALEM PD,Salem,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,25606,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,53,4,57,4,16,20,2.2,3.0,1994-01-01,1995-10-01,1995-10-01,2012-06-01,,2019-04-01,N,SALEM CITY,"Roanoke, VA",Y,Y,Y
203082023,20308,2023,VA0800200,VA0800200,,N,N,,I,VINTON,VINTON PD,Vinton,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,8039,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,25,0,25,0,2,2,3.1,3.4,1994-01-01,1997-03-01,1997-03-01,2012-06-01,,2019-06-01,N,ROANOKE,"Roanoke, VA",Y,Y,Y
203092023,20309,2023,VA0800300,VA0800300,,N,N,,I,ROANOKE COUNTY PD,ROANOKE COUNTY POLICE DEPARTMENT ROANOKE,Roanoke County Police Department,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,88951,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,117,2,119,22,12,34,1.6,1.7,1994-01-01,1998-10-01,1998-10-01,2012-06-01,,2019-04-01,N,ROANOKE,"Roanoke, VA",Y,Y,Y
203102023,20310,2023,VA080S100,VA080S100,,N,N,,I,SP: SALEM,SP: SALEM,State Police:,Salem,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,NOT SPECIFIED,"Roanoke, VA",Y,Y,Y
203112023,20311,2023,VA080SP00,VA080SP00,,N,N,,I,SP: ROANOKE COUNTY,SP: ROANOKE COUNTY,State Police:,Roanoke County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,ROANOKE,"Roanoke, VA",Y,Y,Y
203122023,20312,2023,VA0810000,VA0810000,,N,N,,I,ROCKBRIDGE,ROCKBRIDGE CO SO LEXINGTON,Rockbridge,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,21539,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,40,1,41,2,2,4,1.9,2.1,1994-01-01,1998-07-01,1998-07-01,2012-06-01,,2019-06-01,N,ROCKBRIDGE,Not Specified,Y,Y,Y
203132023,20313,2023,VA0810100,VA0810100,,N,N,,I,GLASGOW,GLASGOW PD,Glasgow,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1047,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,1994-01-01,1998-01-01,1998-01-01,2012-08-01,,2019-04-01,N,ROCKBRIDGE,Not Specified,Y,Y,Y
203142023,20314,2023,VA0810200,VA0810200,,N,N,,I,LEXINGTON,LEXINGTON PD,Lexington,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,7532,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,1,14,5,3,8,2.4,2.9,1994-01-01,1997-11-01,1997-11-01,2012-06-01,,2019-04-01,N,LEXINGTON CITY,Not Specified,Y,Y,Y
203152023,20315,2023,VA0810300,VA0810300,,N,N,,I,VA MILITARY INSTITUTE,VIRGINIA MILITARY INSTITUTE POST POLICE,Virginia Military Institute,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,University or College,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,11,0,11,0,1,1,0,0,1994-01-01,1998-06-01,1998-06-01,2012-06-01,,2019-06-01,N,ROCKBRIDGE,Not Specified,Y,Y,Y
203162023,20316,2023,VA081S200,VA081S200,,N,N,,I,SP: LEXINGTON,SP: LEXINGTON,State Police:,Lexington,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-09-01,,2019-06-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
203172023,20317,2023,VA081SP00,VA081SP00,,N,N,,I,SP: ROCKBRIDGE COUNTY,SP: ROCKBRIDGE COUNTY,State Police:,Rockbridge County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,ROCKBRIDGE,Not Specified,Y,Y,Y
203182023,20318,2023,VA0820000,VA0820000,,N,N,,I,ROCKINGHAM,ROCKINGHAM CO SO HARRISONBURG,Rockingham,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,64471,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,146,3,149,36,19,55,2.8,3.2,1994-01-01,1995-01-01,1995-01-01,2012-06-01,,2020-03-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203192023,20319,2023,VA0820100,VA0820100,,N,N,,I,BRIDGEWATER,BRIDGEWATER PD,Bridgewater,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,6743,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,1,0,1,1.5,1.5,1994-01-01,1998-07-01,1998-07-01,2012-06-01,,2020-02-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203202023,20320,2023,VA0820200,VA0820200,,N,N,,I,BROADWAY,BROADWAY PD,Broadway,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,4298,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,1,1,2,1.4,1.6,1994-01-01,1999-02-01,1999-02-01,2012-09-01,,2020-03-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203212023,20321,2023,VA0820300,VA0820300,,N,N,,I,DAYTON,DAYTON PD,Dayton,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,1731,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,0,0,0,3.5,3.5,1994-01-01,1998-12-01,1998-12-01,2012-06-01,,2019-04-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203222023,20322,2023,VA0820400,VA0820400,,N,N,,I,ELKTON,ELKTON PD,Elkton,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,3023,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,1,1,2.0,2.3,1994-01-01,1999-01-01,1999-01-01,2012-06-01,,2020-02-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203232023,20323,2023,VA0820500,VA0820500,,N,N,,I,GROTTOES,GROTTOES PD,Grottoes,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,2981,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,1,1,2.0,2.3,1994-01-01,1999-01-01,1999-01-01,2012-06-01,,2020-09-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203242023,20324,2023,VA0820600,VA0820600,,N,N,,I,JAMES MADISON UNIVERSITY,JAMES MADISON UNIVERSITY PD HARRISONBURG,James Madison University,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,University or College,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,26,1,27,6,13,19,0,0,1994-01-01,2000-01-01,2000-01-01,2012-06-01,,2020-01-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203252023,20325,2023,VA0820700,VA0820700,,N,N,,I,TIMBERVILLE,TIMBERVILLE PD,Timberville,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,City,3049,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,0,0,2.0,2.0,1994-01-01,1998-01-01,1998-01-01,2012-07-01,,2020-03-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203262023,20326,2023,VA082SP00,VA082SP00,,N,N,,I,SP: ROCKINGHAM COUNTY,SP: ROCKINGHAM COUNTY,State Police:,Rockingham County,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,State Police,0,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,1994-01-01,1994-01-01,1994-01-01,2012-06-01,,2019-04-01,N,ROCKINGHAM,"Harrisonburg, VA",Y,Y,Y
203272023,20327,2023,VA0830000,VA0830000,,N,N,,I,RUSSELL,RUSSELL CO SO LEBANON,Russell,,A,51,Virginia,VA,VA,5,South Atlantic,3,South,Region III,County,20880,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,39,6,45,5,10,15,2.1,2.9,1994-01-01,1996-12-01,1996-12-01,2012-06-01,,2019-04-01,N,RUSSELL,Not Specified,Y,Y,Y
